Post URL,binary_label
https://www.facebook.com/ABCNewsPolitics/posts/1036474553117437,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1036496423115250,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1036514203113472,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1036552873109605,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1036582596439966,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1036611373103755,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1036644986433727,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1036675696430656,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1037004463064446,0.0
https://www.facebook.com/ABCNewsPolitics/posts/1037005106397715,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1037034746394751,0.0
https://www.facebook.com/ABCNewsPolitics/posts/1037075549724004,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1037097846388441,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1037112079720351,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1037141289717430,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1037167203048172,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1037176393047253,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1037188766379349,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1037225543042338,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1037243109707248,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1037252369706322,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1037268776371348,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1037288223036070,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1037299089701650,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1037318423033050,0.0
https://www.facebook.com/ABCNewsPolitics/posts/1037352739696285,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1037371396361086,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1037391213025771,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1037410216357204,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1037433849688174,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1037464359685123,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1037489569682602,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1037749336323292,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1037782196320006,0.0
https://www.facebook.com/ABCNewsPolitics/posts/1037810572983835,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1037826349648924,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1037846762980216,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1037856692979223,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1037886152976277,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1037889882975904,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1037919132972979,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1037947399636819,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1037951726303053,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1038000319631527,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1038027142962178,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1038031976295028,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1038059326292293,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1038086542956238,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1038114256286800,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1038150182949874,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1038186959612863,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1038501679581391,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1038539842910908,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1038541676244058,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1038542892910603,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1038577226240503,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1038636096234616,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1038670552897837,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1038699376228288,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1038757716222454,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1038758292889063,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1038777582887134,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1038788812886011,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1038804176217808,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1038834739548085,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1038844909547068,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1038860559545503,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1038891872875705,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1038922299539329,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1038926896205536,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1038949176203308,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1038973039534255,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1038984299533129,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1040988309332728,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1041035462661346,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1041047845993441,0.0
https://www.facebook.com/ABCNewsPolitics/posts/1041085625989663,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1041098459321713,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1041100572654835,0.0
https://www.facebook.com/ABCNewsPolitics/posts/1041131422651750,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1041149182649974,0.0
https://www.facebook.com/ABCNewsPolitics/posts/1041172582647634,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1041192765978949,0.0
https://www.facebook.com/ABCNewsPolitics/posts/1041201762644716,0.0
https://www.facebook.com/ABCNewsPolitics/posts/1041207925977433,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1041224572642435,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1041225769308982,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1041240549307504,0.0
https://www.facebook.com/ABCNewsPolitics/posts/1041248449306714,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1041257462639146,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1041281559303403,0.0
https://www.facebook.com/ABCNewsPolitics/posts/1041316092633283,0.0
https://www.facebook.com/ABCNewsPolitics/posts/1041389565959269,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1041403982624494,0.0
https://www.facebook.com/ABCNewsPolitics/posts/1041412349290324,0.0
https://www.facebook.com/ABCNewsPolitics/posts/1041420999289459,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1041422675955958,0.0
https://www.facebook.com/ABCNewsPolitics/posts/1041428705955355,0.0
https://www.facebook.com/ABCNewsPolitics/posts/1041453792619513,0.0
https://www.facebook.com/ABCNewsPolitics/posts/1041471579284401,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1041476135950612,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1041488142616078,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1041488579282701,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1041489252615967,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1041496015948624,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1041497742615118,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1041504122614480,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1041504402614452,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1041512352613657,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1041513895946836,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1041523679279191,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1041531655945060,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1041533232611569,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1041535642611328,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1041543859277173,0.0
https://www.facebook.com/ABCNewsPolitics/posts/1041555632609329,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1041560069275552,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1041562635941962,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1041564352608457,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1041569205941305,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1041491152615777,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1041579029273656,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1041594925938733,0.0
https://www.facebook.com/ABCNewsPolitics/posts/1041757029255856,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1041765635921662,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1041829352581957,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1041832262581666,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1041860072578885,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1041861279245431,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1041887699242789,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1041904609241098,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1041943452570547,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1041985262566366,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1041988969232662,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1042018955896330,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1042039099227649,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1042051285893097,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1042083579223201,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1042112815886944,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1042165485881677,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1042171789214380,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1042203689211190,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1042236372541255,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1042250705873155,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1042266479204911,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1042295002535392,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1042315892533303,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1042353372529555,1.0
https://www.facebook.com/ABCNewsPolitics/posts/1042362422528650,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1446522352054899,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1446671962039938,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1446692758704525,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1446693125371155,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1446716095368858,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1446717032035431,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1446984445342023,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1447242135316254,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1447381958635605,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1447394558634345,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1447438628629938,0.0
https://www.facebook.com/AddictingInfoOrg/posts/1447449521962182,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1447567931950341,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1447573508616450,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1447680388605762,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1447689015271566,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1447692541937880,0.0
https://www.facebook.com/AddictingInfoOrg/posts/1447682791938855,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1447947468579054,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1447950298578771,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1447952351911899,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1447953895245078,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1447988215241646,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1448154985224969,0.0
https://www.facebook.com/AddictingInfoOrg/posts/1448516865188781,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1448517158522085,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1448608135179654,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1448695945170873,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1448729105167557,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1448730725167395,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1448886951818439,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1448909408482860,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1449001875140280,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1449004081806726,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1449388441768290,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1449551611751973,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1449600481747086,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1449601135080354,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1449628885077579,0.0
https://www.facebook.com/AddictingInfoOrg/posts/1449772355063232,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1449777868396014,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1449996281707506,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1450020218371779,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1449944418379359,0.0
https://www.facebook.com/AddictingInfoOrg/posts/1449993025041165,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1450069728366828,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1450081075032360,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1450286118345189,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1450622854978182,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1450628841644250,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1450712398302561,0.0
https://www.facebook.com/AddictingInfoOrg/posts/1450737838300017,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1450805958293205,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1450845401622594,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1450853194955148,0.0
https://www.facebook.com/AddictingInfoOrg/posts/1450995121607622,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1451123788261422,0.0
https://www.facebook.com/AddictingInfoOrg/posts/1451127358261065,0.0
https://www.facebook.com/AddictingInfoOrg/posts/1451126608261140,0.0
https://www.facebook.com/AddictingInfoOrg/posts/1451202248253576,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1451258538247947,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1451262898247511,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1451263971580737,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1451304671576667,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1451600428213758,0.0
https://www.facebook.com/AddictingInfoOrg/posts/1451738378199963,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1451779101529224,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1451804061526728,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1451890218184779,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1451956254844842,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1451961101511024,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1451988724841595,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1452012371505897,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1452117881495346,0.0
https://www.facebook.com/AddictingInfoOrg/posts/1452127004827767,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1452159774824490,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1452308554809612,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1452319888141812,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1452406928133108,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1454798624560605,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1454806031226531,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1454868161220318,0.0
https://www.facebook.com/AddictingInfoOrg/posts/1454906627883138,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1455250911182043,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1455551614485306,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1455558234484644,0.0
https://www.facebook.com/AddictingInfoOrg/posts/1455568094483658,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1455575034482964,0.0
https://www.facebook.com/AddictingInfoOrg/posts/1455674111139723,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1455844117789389,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1455922947781506,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1456040647769736,0.0
https://www.facebook.com/AddictingInfoOrg/posts/1456117054428762,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1456154411091693,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1456214201085714,0.0
https://www.facebook.com/AddictingInfoOrg/posts/1456173967756404,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1456211731085961,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1456237357750065,0.0
https://www.facebook.com/AddictingInfoOrg/posts/1456244677749333,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1456259001081234,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1456274954412972,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1456275241079610,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1456673304373137,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1456727697701031,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1456768787696922,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1456866627687138,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1456879957685805,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1456923867681414,0.0
https://www.facebook.com/AddictingInfoOrg/posts/1456984601008674,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1457086207665180,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1457100920997042,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1457164467657354,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1457178897655911,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1457297090977425,1.0
https://www.facebook.com/AddictingInfoOrg/posts/1457326974307770,1.0
https://www.facebook.com/cnnpolitics/posts/1281392611902569,1.0
https://www.facebook.com/cnnpolitics/posts/1281494028559094,1.0
https://www.facebook.com/cnnpolitics/posts/1281555051886325,1.0
https://www.facebook.com/cnnpolitics/posts/1281614831880347,1.0
https://www.facebook.com/cnnpolitics/posts/1281662605208903,1.0
https://www.facebook.com/cnnpolitics/posts/1281683768540120,1.0
https://www.facebook.com/cnnpolitics/posts/1281703098538187,1.0
https://www.facebook.com/cnnpolitics/posts/1281708098537687,1.0
https://www.facebook.com/cnnpolitics/posts/1281724775202686,1.0
https://www.facebook.com/cnnpolitics/posts/1281744528534044,1.0
https://www.facebook.com/cnnpolitics/posts/1281765311865299,1.0
https://www.facebook.com/cnnpolitics/posts/1281774175197746,1.0
https://www.facebook.com/cnnpolitics/posts/1281789468529550,1.0
https://www.facebook.com/cnnpolitics/posts/1281811718527325,1.0
https://www.facebook.com/cnnpolitics/posts/1281841091857721,1.0
https://www.facebook.com/cnnpolitics/posts/1281841601857670,1.0
https://www.facebook.com/cnnpolitics/posts/1281863361855494,1.0
https://www.facebook.com/cnnpolitics/posts/1281903745184789,1.0
https://www.facebook.com/cnnpolitics/posts/1281935428514954,1.0
https://www.facebook.com/cnnpolitics/posts/1281960621845768,1.0
https://www.facebook.com/cnnpolitics/posts/1281987158509781,1.0
https://www.facebook.com/cnnpolitics/posts/1282001178508379,1.0
https://www.facebook.com/cnnpolitics/posts/1282015625173601,1.0
https://www.facebook.com/cnnpolitics/posts/1282017338506763,1.0
https://www.facebook.com/cnnpolitics/posts/1282043955170768,1.0
https://www.facebook.com/cnnpolitics/posts/1282069881834842,1.0
https://www.facebook.com/cnnpolitics/posts/1282097745165389,1.0
https://www.facebook.com/cnnpolitics/posts/1282129008495596,1.0
https://www.facebook.com/cnnpolitics/posts/1282165758491921,1.0
https://www.facebook.com/cnnpolitics/posts/1282194065155757,1.0
https://www.facebook.com/cnnpolitics/posts/1282217985153365,1.0
https://www.facebook.com/cnnpolitics/posts/1282229875152176,1.0
https://www.facebook.com/cnnpolitics/posts/1282241045151059,1.0
https://www.facebook.com/cnnpolitics/posts/1282252058483291,1.0
https://www.facebook.com/cnnpolitics/posts/1282286438479853,1.0
https://www.facebook.com/cnnpolitics/posts/1282289901812840,1.0
https://www.facebook.com/cnnpolitics/posts/1282313501810480,1.0
https://www.facebook.com/cnnpolitics/posts/1282326468475850,1.0
https://www.facebook.com/cnnpolitics/posts/1282350721806758,1.0
https://www.facebook.com/cnnpolitics/posts/1282364385138725,1.0
https://www.facebook.com/cnnpolitics/posts/1282376328470864,1.0
https://www.facebook.com/cnnpolitics/posts/1282396331802197,1.0
https://www.facebook.com/cnnpolitics/posts/1282411005134063,1.0
https://www.facebook.com/cnnpolitics/posts/1282437811798049,1.0
https://www.facebook.com/cnnpolitics/posts/1282455731796257,1.0
https://www.facebook.com/cnnpolitics/posts/1282476425127521,1.0
https://www.facebook.com/cnnpolitics/posts/1282497611792069,1.0
https://www.facebook.com/cnnpolitics/posts/1282528355122328,1.0
https://www.facebook.com/cnnpolitics/posts/1282551825119981,1.0
https://www.facebook.com/cnnpolitics/posts/1282581455117018,1.0
https://www.facebook.com/cnnpolitics/posts/1282592388449258,1.0
https://www.facebook.com/cnnpolitics/posts/1282605311781299,1.0
https://www.facebook.com/cnnpolitics/posts/1282630751778755,1.0
https://www.facebook.com/cnnpolitics/posts/1282723245102839,1.0
https://www.facebook.com/cnnpolitics/posts/1282764081765422,1.0
https://www.facebook.com/cnnpolitics/posts/1282820688426428,1.0
https://www.facebook.com/cnnpolitics/posts/1282869868421510,1.0
https://www.facebook.com/cnnpolitics/posts/1282869888421508,1.0
https://www.facebook.com/cnnpolitics/posts/1282889278419569,1.0
https://www.facebook.com/cnnpolitics/posts/1282890125086151,1.0
https://www.facebook.com/cnnpolitics/posts/1282910285084135,1.0
https://www.facebook.com/cnnpolitics/posts/1282932578415239,1.0
https://www.facebook.com/cnnpolitics/posts/1282957221746108,1.0
https://www.facebook.com/cnnpolitics/posts/1282958578412639,0.0
https://www.facebook.com/cnnpolitics/posts/1282994721742358,1.0
https://www.facebook.com/cnnpolitics/posts/1282994741742356,1.0
https://www.facebook.com/cnnpolitics/posts/1283015921740238,1.0
https://www.facebook.com/cnnpolitics/posts/1283021998406297,1.0
https://www.facebook.com/cnnpolitics/posts/1283027511739079,1.0
https://www.facebook.com/cnnpolitics/posts/1283071681734662,1.0
https://www.facebook.com/cnnpolitics/posts/1283106105064553,1.0
https://www.facebook.com/cnnpolitics/posts/1283143941727436,1.0
https://www.facebook.com/cnnpolitics/posts/1283162585058905,1.0
https://www.facebook.com/cnnpolitics/posts/1283178915057272,1.0
https://www.facebook.com/cnnpolitics/posts/1283194735055690,1.0
https://www.facebook.com/cnnpolitics/posts/1283214285053735,1.0
https://www.facebook.com/cnnpolitics/posts/1283237355051428,1.0
https://www.facebook.com/cnnpolitics/posts/1283262835048880,1.0
https://www.facebook.com/cnnpolitics/posts/1283288858379611,1.0
https://www.facebook.com/cnnpolitics/posts/1283316031710227,1.0
https://www.facebook.com/cnnpolitics/posts/1283341205041043,1.0
https://www.facebook.com/cnnpolitics/posts/1283366795038484,1.0
https://www.facebook.com/cnnpolitics/posts/1283377408370756,1.0
https://www.facebook.com/cnnpolitics/posts/1283381595037004,1.0
https://www.facebook.com/cnnpolitics/posts/1283398388368658,1.0
https://www.facebook.com/cnnpolitics/posts/1283410755034088,1.0
https://www.facebook.com/cnnpolitics/posts/1283424528366044,1.0
https://www.facebook.com/cnnpolitics/posts/1283436318364865,1.0
https://www.facebook.com/cnnpolitics/posts/1283448885030275,1.0
https://www.facebook.com/cnnpolitics/posts/1283456028362894,1.0
https://www.facebook.com/cnnpolitics/posts/1283466808361816,1.0
https://www.facebook.com/cnnpolitics/posts/1283484068360090,1.0
https://www.facebook.com/cnnpolitics/posts/1283495701692260,1.0
https://www.facebook.com/cnnpolitics/posts/1283507681691062,1.0
